#' Upper Columbia River Steelhead DPS
#'
#' Spawner counts and fraction wild data.
#'
#' @format A csv file.
#' \describe{
#'   \item{NMFS_POPID}{NWFSC id for the population.}
#'   \item{ESU}{}
#'   \item{SPECIES}{}
#'   \item{RUN_TIMING}{}
#'   \item{MAJOR_POPULATION_GROUP}{}
#'   \item{COMMON_POPULATION_NAME}{}
#'   \item{BROOD_YEAR}{The year that the count was made.}
#'   \item{NUMBER_OF_SPAWNERS}{Spawners count. -99 means missing count.}
#'   \item{FRACWILD}{Fraction wild. -99 means missing information.}
#' }
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "BROOD_YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
330, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Okanogan River", 2011, 2194, 0.13
330, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Okanogan River", 2012, 2508, 0.09
330, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Okanogan River", 2013, 1703, 0.09
330, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Okanogan River", 2014, 1348, 0.23
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1978, 776, 0.195
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1979, 304, 0.328
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1980, 819, 0.199
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1981, 420, 0.199
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1982, 853, 0.225
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1983, 1692, 0.17
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1984, 5619, 0.076
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1985, 4507, 0.107
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1986, 5895, 0.15
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1987, 4493, 0.173
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1988, 4036, 0.351
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1989, 2569, 0.352
