#' Puget Sound Steelhead DPS
#'
#' Spawner counts and fraction wild data.
#'
#' @format A csv file.
#' \describe{
#'   \item{NMFS_POPID}{NWFSC id for the population.}
#'   \item{ESU}{}
#'   \item{SPECIES}{}
#'   \item{RUN_TIMING}{}
#'   \item{MAJOR_POPULATION_GROUP}{}
#'   \item{COMMON_POPULATION_NAME}{}
#'   \item{BROOD_YEAR}{The year that the count was made.}
#'   \item{NUMBER_OF_SPAWNERS}{Spawners count. -99 means missing count.}
#'   \item{FRACWILD}{Fraction wild. -99 means missing information.}
#' }
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "BROOD_YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 1995, 100, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 1996, 131, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 1997, 155, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 1998, 199, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 1999, 420, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2000, 264, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2001, 225, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2002, 176, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2003, 121, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2004, 265, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2005, 137, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2006, 322, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2007, 28, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2008, 49, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2009, 15, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2010, 13, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2011, 92, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2012, 55, 1
274, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "East Hood Canal Tributaries", 2013, 203, 1
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1985, 167, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1986, 955, 0.87
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1987, 494, 1
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1988, 499, 1
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1989, 552, 0.75
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1990, 471, 0.61
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1991, 397, 0.37
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1992, 719, 0.78
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1993, 148, 0.47
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1994, 296, 0.76
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1995, 1376, 0.2
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1996, 681, 0.07
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1997, 322, 0.48
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1998, 187, -99
