"ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","CITATION","CONTRIBUTOR","LINE_NOTES","FILE_NOTES"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1989","21","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1990","86","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1991","108","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1992","10","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1993","132","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1994","0","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1995","2","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1996","28","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1997","36","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1998","101","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","1999","0","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2000","10","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2001","86","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2002","201","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2003","190","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2004","15","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2005","28","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2006","54","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2007","56","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2008","71","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2009","49","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2010","112","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2011","171","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2012","41","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2013","110","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2014","203","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2015","119","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2016","43","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2017","6","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2018","75","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","92","Sulphur Creek","Sulphur Ck.","4.7","","Sulphur Creek","2019","15","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1957","906","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1958","682","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1959","229","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1960","778","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1961","1369","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1962","887","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1963","968","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1964","1845","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1965","1051","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1966","1057","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1967","1692","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1968","1213","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1969","578","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1970","1187","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1971","731","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1972","812","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1973","1348","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1974","547","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1975","523","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1976","125","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1977","255","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
