"ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","CITATION","CONTRIBUTOR","LINE_NOTES","FILE_NOTES"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1971","201","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1972","385","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1973","433","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1974","345","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1975","661","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1976","324","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1977","317","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1980","624","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1981","852","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1982","624","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1983","563","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1984","586","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1985","695","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1986","440","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1987","407","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1988","257","-99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1989","276","0.99","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1990","572","0.79","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1991","291","0.68","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1992","476","0.64","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1993","397","0.62","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1994","97","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1995","27","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1996","152","0.77","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1997","105","0.65","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1998","60","0.74","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","1999","160","0.03","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","2000","201","0.31","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","2001","766","0.8","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Lower Snake","93","Tucannon River","Tucannon R.","1.1","","Tucannon River","2002","568","0.39","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2019). Spawner abundance data. Washington Department of Fish and Wildlife. Protocol and Methods available at https://fortress.wa.gov/dfw/score/score/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Washington Department of Fish and Wildlife","",""
