Citation,Contributor,NMFS_POPID,DISPLAY_ORDER,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,SPECIES,Run,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2017,2580,0.97,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,208,7,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Yaquina River,Yaquina R.,Coho salmon,Fall,,Yaquina River,2018,4672,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,1994,1279,0.647,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,1995,681,0.648,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,1996,1637,0.648,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,1997,928,0.648,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,1998,1732,0.062,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,1999,2071,0.648,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2000,3363,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2001,3920,0.823,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2002,9254,0.98,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2003,10281,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2004,5233,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2005,13907,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2006,1972,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2007,2146,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2008,13442,0.991,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2009,14777,0.991,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2010,9688,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2011,28418,0.997,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2012,8470,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2013,9283,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2014,25733,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2015,6162,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2016,7366,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2017,4288,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,153,8,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Alsea River,Alsea R.,Coho salmon,Fall,,Alsea River,2018,5112,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,1994,675,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,1995,308,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,1996,1701,0.762,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,1997,644,0.772,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,1998,520,0.771,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,1999,1511,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2000,1510,0.97,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2001,2114,0.867,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2002,3360,0.957,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2003,5552,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2004,4569,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2005,2264,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2006,2122,0.919,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2007,611,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2008,1218,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2009,3575,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2010,2072,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2011,2389,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2012,1878,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2013,2015,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2014,6564,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2015,332,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2016,1709,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2017,1559,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,155,9,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Beaver Creek,Beaver Ck.,Coho salmon,Fall,,Beaver Creek,2018,494,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,1994,5063,0.624,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,1995,7567,0.814,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,1996,11370,0.636,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,1997,675,0.742,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,1998,1382,0.738,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,1999,3193,0.933,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2000,6532,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2001,10606,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2002,55695,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2003,29059,0.998,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2004,8729,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2005,17321,0.976,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2006,6260,0.938,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2007,3581,0.992,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2008,17864,0.979,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2009,30607,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2010,25983,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2011,28885,0.972,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2012,12260,0.974,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2013,14118,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2014,38896,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2015,10352,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2016,9141,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2017,7129,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,191,10,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Siuslaw River,Siuslaw R.,Coho salmon,Fall,,Siuslaw River,2018,6635,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2007,561,0.973,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2008,4007,0.976,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2009,1610,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2010,2603,0.979,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2011,4487,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2012,492,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2013,1929,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2014,2008,0.941,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2015,870,0.984,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2016,472,0.983,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2017,1646,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1029,10.1,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,Oregon Mid-Coast Coho dependent population group,Mid-Coast Dep.,Coho salmon,Fall,,Mid-Coast Dependent Population Group,2018,972,0.986,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,1994,1426,0.913,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,1995,4497,0.982,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,1996,4775,0.986,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,1997,2653,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,1998,3122,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,1999,2819,0.978,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2000,3835,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2001,5104,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2002,4749,0.976,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2003,6628,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2004,8025,0.997,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2005,4364,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2006,5473,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2007,1447,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2008,3873,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2009,5197,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,190,11,"Salmon, coho (Oregon Coast ESU)",Lakes,Siltcoos River (Lake),Siltcoos Lk.,Coho salmon,Fall,,Siltcoos Lake,2010,7678,1,-99,-99,-99,-99,-99,-99,-99,-99
