Citation,Contributor,NMFS_POPID,DISPLAY_ORDER,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,SPECIES,Run,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2016,1159,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2017,1788,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,174,15,"Salmon, coho (Oregon Coast ESU)",Umpqua,Middle Umpqua,Middle Umpqua R.,Coho salmon,Fall,,Middle Umpqua River,2018,3888,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,1994,1889,0.476,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,1995,3049,0.424,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,1996,4812,0.222,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,1997,1956,0.295,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,1998,4144,0.185,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,1999,3173,0.376,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2000,9262,0.181,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2001,16728,0.157,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2002,10063,0.335,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2003,11746,0.244,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2004,10312,0.345,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2005,10315,0.191,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2006,9692,0.31,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2007,3988,0.354,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2008,3563,0.965,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2009,8186,0.943,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2010,10035,0.936,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2011,6173,0.975,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2012,3761,0.832,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2013,3391,0.817,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2014,4029,0.99,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2015,3144,0.96,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2016,1252,0.92,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2017,1969,0.9,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,181,16,"Salmon, coho (Oregon Coast ESU)",Umpqua,North Umpqua,N Umpqua R.,Coho salmon,Fall,,North Umpqua River,2018,2682,0.922,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,1994,2523,0.428,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,1995,5270,0.895,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,1996,14080,0.5,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,1997,1124,0.834,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,1998,4607,0.69,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,1999,3209,0.938,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2000,2910,0.887,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2001,13425,0.884,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2002,10517,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2003,4337,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2004,11409,0.964,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2005,14364,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2006,2396,0.937,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2007,5231,0.87,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2008,20935,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2009,17142,0.93,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2010,27475,0.909,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2011,51088,0.978,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2012,11636,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2013,12371,0.984,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2014,12434,0.918,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2015,6333,0.93,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2016,1211,0.63,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2017,1144,0.95,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,193,17,"Salmon, coho (Oregon Coast ESU)",Umpqua,South Umpqua,S Umpqua R.,Coho salmon,Fall,,South Umpqua River,2018,3336,0.937,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,1994,15207,0.954,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,1995,10447,0.986,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,1996,12128,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,1997,1127,0.987,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,1998,2985,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,1999,4818,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2000,4704,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2001,34259,0.981,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2002,33265,0.996,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2003,25950,0.993,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2004,23450,0.995,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2005,17305,0.985,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2006,11266,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2007,1342,0.99,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2008,14881,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2009,27216,0.991,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2010,27888,0.992,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2011,10999,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2012,9414,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2013,6884,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2014,38880,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2015,3030,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2016,4624,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2017,2689,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,164,18,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coos Bay,Coos R.,Coho salmon,Fall,,Coos Bay,2018,7292,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,1994,5119,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,1995,2116,0.961,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,1996,16169,0.978,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,1997,5720,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,1998,2412,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,1999,2667,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2000,6253,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2001,15665,0.883,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2002,7866,0.976,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2003,22565,0.993,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2004,22182,0.998,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2005,11806,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2006,28577,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2007,13968,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2008,8791,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2009,22513,0.99,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2010,23564,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2011,56109,0.992,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2012,5911,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2013,23785,0.994,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2014,41660,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2015,3357,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2016,9494,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2017,4641,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,165,19,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Coquille River,Coquille R.,Coho salmon,Fall,,Coquille River,2018,5688,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,1994,2893,0.917,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,1995,1751,0.772,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,1996,1628,0.933,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,1997,525,0.918,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,1998,958,0.918,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,1999,730,0.918,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2000,1477,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2001,5752,0.985,-99,-99,-99,-99,-99,-99,-99,-99
