#' Lower Columbia River Chinook Salmon ESU
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1985, 1596, 0.53
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1986, 539, 0.49
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1987, 6025, 0.59
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1988, 2850, 0.69
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1989, 2708, 0.69
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1990, 475, 0.63
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1991, 1889, 0.85
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1992, 796, 0.47
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1993, 798, 0.71
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1994, 3572, 0.4
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1995, 1321, 0.51
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1996, 494, 0.54
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1997, 595, 0.23
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1998, 353, 0.6
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 1999, 575, 0.69
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2000, 370, 0.58
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2001, 3847, 0.39
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2002, 2544, 0.05
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2003, 3792, 0.56
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2004, 4611, 0.02
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2005, 2066, 0.13
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2006, 622, 0.62
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2007, 335, 0.48
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2008, 735, 0.49
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2009, 390, 0.93
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2010, 2778, 0.07
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2011, 1678, 0.07
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2012, 180, 0.13
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2013, 1033, 0.2
17, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Coastal", "Mill, Abernathy, and Germany Creeks", 2014, 656, 0.08
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1980, 992, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1981, 324, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1982, 986, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1983, 732, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1984, 1565, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1985, 512, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1986, 1875, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1987, 6850, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1988, 5267, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1989, 3483, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1990, 1345, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1991, 1607, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1992, 1254, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1993, 1518, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1994, 475, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1995, 270, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1996, 493, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1997, 410, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1998, 211, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 1999, 240, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2000, 439, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2001, 642, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2002, 483, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2003, 679, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2004, 494, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2005, 116, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2006, 847, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2007, 264, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2008, 25, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2009, 58, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2010, 157, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2011, 120, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2012, 318, 1
18, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "North Fork Lewis River", 2013, 60, 1
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1981, 3156, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1982, 3655, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1983, 2575, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1984, 3323, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1985, 2087, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1986, 2845, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1987, 9160, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1988, 6958, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1989, 8557, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1990, 3516, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1991, 2939, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1992, 4185, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1993, 5733, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1994, 2420, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1995, 4382, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1996, 2119, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1997, 8443, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1998, 3251, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 1999, 1890, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2000, 363, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2001, 3510, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2002, 5463, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2003, 3993, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2004, 2524, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2005, 3998, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2006, 5359, 0.76
20, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2007, 178, -99
21, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Sandy River", 2013, 2489, -99
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1981, 1089, 0.343
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1982, 522, 0.646
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1983, 1837, 0.475
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1984, 1211, 0.475
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1985, 561, 0.476
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1986, 702, 0.363
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1987, 1400, 0.476
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1988, 1940, 0.475
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1989, 1376, 0.302
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1990, 1557, 0.374
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1991, 1888, 0.282
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1992, 4451, 0.282
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1993, 3429, 0.282
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1994, 2309, 0.283
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1995, 1503, 0.278
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1996, 2561, 0.272
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1997, 3301, 0.283
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1998, 2615, 0.268
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 1999, 2032, 0.286
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2000, 1986, 0.284
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2001, 2445, 0.404
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2002, 1262, 0.82
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2003, 1197, 0.88
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2004, 2698, 0.85
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2005, 1653, 0.85
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2006, 1349, 0.896
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2007, 1410, 0.925
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2008, 4965, 0.548
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2009, 1821, 0.47
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2010, 6076, 0.229
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2011, 3434, 0.335
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2012, 4024, 0.763
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2013, 2413, 0.907
22, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Sandy River", 2014, 1658, 0.871
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1964, 2494, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1965, 1465, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1966, 1348, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1967, 1562, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1968, 2515, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1969, 2548, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1970, 4170, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1971, 5729, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1972, 6597, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1973, 1043, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1974, 1516, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1975, 703, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1976, 1694, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1977, 1054, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1978, 6743, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1979, 4557, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1980, 37, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1981, 163, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1982, 9, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1983, -99, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1984, -99, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1985, 9, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1986, 0, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1987, -99, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1988, -99, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1989, -99, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1990, 123, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1991, 156, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1992, 150, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1993, 184, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1994, 516, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1995, 405, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1996, 1376, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1997, 560, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1998, 1353, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 1999, 720, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2000, 879, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2001, 4971, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2002, 7896, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2003, 13943, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2004, 4711, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2005, 3303, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2006, 5752, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2007, 1149, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2008, 1725, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2009, 539, -99
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2010, 2139, 0.13
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2011, 1608, 0.21
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2012, 908, 0.24
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2013, 2283, 0.42
25, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Toutle River", 2014, 745, 0.5
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 1996, 437, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 1997, 27, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 1998, 257, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 1999, 1, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2000, 1, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2001, 3646, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2002, 6113, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2003, 4165, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2004, 2145, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2005, 2901, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2006, 1782, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2007, 1325, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2008, 1845, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2009, 7491, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2010, 10142, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2011, 14182, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2012, 6143, -99
27, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Fall-run", "Cascade", "Upper Cowlitz River", 2013, 7366, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1980, 166, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1981, 959, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1982, 209, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1983, 70, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1984, 147, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1985, 156, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1986, 467, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1987, 71, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1988, 172, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1989, 563, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1990, 278, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1991, 149, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1992, 266, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1993, 214, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1994, 159, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1995, 282, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1996, 40, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1997, 462, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1998, 262, -99
28, "Lower Columbia River Chinook Salmon ESU", "Chinook", "Spring-run", "Cascade", "Upper Cowlitz River", 1999, 326, -99
