#' Snake River Basin Steelhead DPS
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1995, 574, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1996, 1084, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1997, 1251, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1998, 3171, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 1999, 2133, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2000, 2020, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2001, 2596, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2002, 4752, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2003, 2381, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2004, 1756, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2005, 1832, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2006, 1428, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2007, 1212, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2008, 2322, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2009, 3598, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2010, 1831, 1
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2011, 1709, 0.972
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2012, 1912, 0.962
310, "Snake River Basin Steelhead DPS", "Steelhead", "Summer-run", "Grande Ronde River", "Joseph Creek", 2013, 1701, 0.978
