Series,Method,Citation,Contributor,NMFS_POPID,ESU,MAJOR_POPULATION_GROUP,Population_name,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_8_RETURNS
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1975,605,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1976,182,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1977,688,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1978,1213,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1979,316,1,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1980,405,0.95,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1981,358,0.96,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1982,420,0.96,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1983,420,0.9,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1984,333,0.85,-99,-99,-99,-99,-99,-99,-99,-99
ICUCchinook2020,Survey,CAX05262020,Washington Department of Fish and Wildlife,100,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,Entiat River,Entiat R.,1.2,Chinook salmon,,Entiat River,1985,444,0.87,-99,-99,-99,-99,-99,-99,-99,-99
