#' Lower Columbia River Steelhead DPS
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1977, 400, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1978, 1015, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1979, 484, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1980, 718, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1981, 2926, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1982, 1385, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1983, 869, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1984, 247, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1985, 461, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1986, 473, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1987, 748, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1988, 950, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1989, 684, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1990, 745, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1991, 704, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1992, 1075, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1993, 2283, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1994, 1041, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1995, 1302, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1996, 614, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1997, 602, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1998, 182, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 1999, 220, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2000, 140, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2001, 286, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2002, 454, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2003, 817, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2004, 549, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2005, 435, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2006, 387, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2007, 361, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2008, 237, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2009, 308, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2010, 370, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2011, 534, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2012, 646, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2013, 734, -99
232, "Lower Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Cascade", "Kalama River", 2014, 400, -99
