Series,Method,Citation,Contributor,NMFS_POPID,ESU,MAJOR_POPULATION_GROUP,Population_name,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_8_RETURNS
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2001,664,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2002,1437,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2003,836,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2004,988,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2005,352,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2006,367,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2007,196,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2008,129,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2009,395,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2010,737,-99,-99,-99,0.238198,0.5861306,0.1468315,0.01519109,0.007745967,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2011,432,0.96,-99,-99,0.1978022,0.5924076,0.1978022,0.01198801,0,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2012,584,0.95,-99,-99,0.2980769,0.5096154,0.1682692,0.01442308,0.009615385,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2013,311,0.93,-99,-99,0.2095238,0.6428571,0.1333333,0.01428571,0,-99
